m_6612_,getOptional,2,
m_6613_,getMinX,2,
m_6614_,getLoadedPlayerTag,2,
m_6615_,getDefaultProjectileRange,2,
m_6616_,getOffers,2,
m_6617_,getBlockExplosionResistance,2,
m_6618_,getSize,2,
m_6619_,getMaxZ,2,
m_6621_,overrideXp,2,
m_6622_,onCenterChange,2,
m_66234_,trigger,2,
m_6623_,onAbsoluteMaxSizeChange,2,
m_6624_,getSpeed,2,
m_66251_,lambda$addPlayerListener$0,2,
m_6625_,below,2,
m_6626_,createTag,2,
m_6627_,isDefaultRightToLeft,2,
m_6628_,setUsingWhiteList,2,
m_6629_,handleSetCommandMinecart,2,
m_6630_,above,2,
m_6631_,getAttackDamageBonus,2,
m_6632_,registry,2,
m_6633_,getAllStarts,2,
m_6635_,getGridWidth,2,
m_6636_,getResultSlotIndex,2,
m_6640_,createResult,2,
m_6641_,getMaxStackSize,2,
m_6643_,getContainerSize,2,
m_6645_,getDataConfiguration,2,
m_6650_,clearCraftingContent,2,
m_6652_,mustSurvive,2,
m_6653_,getSize,2,
m_6654_,setChanged,2,
m_6656_,getGridHeight,2,
m_6657_,hasItem,2,
m_6658_,openHorseInventory,2,
m_6659_,isActive,2,
m_6662_,getType,2,
m_66634_,findTarget,2,
m_6663_,type,2,
m_6664_,handleChangeDifficulty,2,
m_6665_,shouldRenderFace,2,
m_6666_,createEntry,2,
m_6667_,die,2,
m_6668_,dropAllDeathLoot,2,
m_6669_,getMoveToTarget,2,
m_6671_,getType,2,
m_6672_,startUsingItem,2,
m_6673_,isInvulnerableTo,2,
m_6674_,swing,2,
m_6675_,currentBlockPosition,2,
m_6677_,playHurtSound,2,
m_6681_,wrapRunnable,2,
m_6683_,getOpenNess,2,
m_66858_,getSpikesForLevel,2,
m_6685_,isRandomlyTicking,2,
m_6686_,shoot,2,
m_66886_,getCenterX,2,
m_66889_,lambda$static$5,2,
m_6688_,getControllingPassenger,2,
m_66891_,isCenterWithinChunk,2,
m_66893_,getCenterZ,2,
m_66896_,getRadius,2,
m_66899_,getHeight,2,
m_6689_,onBorderSizeLerping,2,
m_66902_,isGuarded,2,
m_66905_,getTopBoundingBox,2,
m_6691_,renderFg,0,
m_6692_,updateChunkForced,2,
m_6693_,getSignalStrength,2,
m_6696_,isFull,2,
m_66978_,trigger,2,
m_6697_,insertText,0,
m_66984_,lambda$trigger$0,2,
m_67006_,slidesDownBlock,2,
m_67008_,matches,2,
m_6702_,children,0,
m_6703_,setLastHurtByMob,2,
m_6704_,load,0,
m_6707_,setSpawnSettings,2,
m_6710_,setTarget,2,
m_6712_,createCommandSourceStack,2,
m_6713_,getDropOff,2,
m_6714_,shouldBlockExplode,2,
m_6718_,getTickDelay,2,
m_6719_,getSlopeFindDistance,2,
m_6720_,getPostProcessing,2,
m_67215_,getMaxFreeTreeHeight,2,
m_6721_,evaluate,2,
m_6722_,has,2,
m_67256_,setBlockKnownShape,2,
m_6725_,tick,2,
m_67267_,isAirOrLeaves,2,
m_67272_,validTreePos,2,
m_67277_,isVine,2,
m_6727_,doAutoAttackOnTouch,2,
m_6728_,blockUsingShield,2,
m_67293_,findFirstAirBlockAboveGround,2,
m_67296_,isInvalidPlacementLocation,2,
m_6731_,blockedByShield,2,
m_6732_,stop,2,
m_6733_,handleStatusRequest,2,
m_67355_,checkerboardDistance,2,
m_6735_,start,2,
m_6737_,canStillUse,2,
m_6738_,getLerpRemainingTime,2,
m_6739_,checkAndPerformAttack,2,
m_6740_,sanitizeValue,2,
m_6741_,isSaddleable,2,
m_6742_,onMobHurt,2,
m_6746_,boost,2,
m_6747_,handleSetExperience,2,
m_6749_,giveExperienceLevels,2,
m_6751_,getType,2,
m_6752_,getExplosionResistance,2,
m_67544_,lambda$static$0,2,
m_6754_,gatherStats,2,
m_67551_,lambda$static$0,2,
m_67562_,lambda$static$2,2,
m_6756_,giveExperiencePoints,2,
m_6759_,isEmpty,2,
m_67606_,lambda$static$4,2,
m_67608_,contents,2,
m_6760_,canConvertToSource,2,
m_67611_,rim,2,
m_6761_,hasPermission,2,
m_6763_,onInsideBlock,2,
m_67648_,lambda$static$2,2,
m_6764_,reload,2,
m_67650_,knownExit,2,
m_67653_,delayedExitSearch,2,
m_67656_,getExit,2,
m_67657_,isExitExact,2,
m_6765_,save,2,
m_67667_,matches,2,
m_67669_,matches,2,
m_6767_,isInterruptable,2,
m_67684_,matches,2,
m_6768_,getArmPose,2,
m_67693_,properties,2,
m_67694_,hasProperty,2,
m_67697_,hasProperty,2,
m_6769_,wait,2,
m_67700_,hasProperty,2,
m_67703_,hasProperty,2,
m_67706_,build,2,
m_6770_,processStreamMessage,2,
m_67718_,match,2,
m_6771_,handleAddEntity,2,
m_67721_,checkState,2,
m_6772_,getType,2,
m_6773_,handleBlockUpdate,2,
m_6774_,isHovering,0,
m_67750_,lambda$static$3,2,
m_6775_,resolve,0,
m_67776_,lambda$static$2,2,
m_6777_,canAttackBlock,2,
m_6779_,canAttack,2,
m_6780_,handleBlockEntityTagQuery,2,
m_67819_,lambda$static$0,2,
m_6782_,getAnalogOutputSignal,2,
m_6783_,shouldRenderAtSqrDistance,2,
m_67848_,lambda$static$3,2,
m_6784_,getRemainingPersistentAngerTime,2,
m_6785_,removeWhenFarAway,2,
m_67865_,lambda$static$1,2,
m_6786_,destroy,2,
m_67876_,lambda$static$2,2,
m_6788_,falling,2,
m_67897_,lambda$static$2,2,
m_6790_,getSpawnAngle,2,
m_6792_,getDayTime,2,
m_6793_,getGameTime,2,
m_6794_,getTreeRadiusForHeight,2,
m_6796_,idFor,2,
m_6798_,globalLevelEvent,2,
m_6801_,destroyBlockProgress,2,
m_6802_,done,2,
m_68047_,lambda$static$3,2,
m_6804_,trimPath,2,
m_6805_,renderIcon,0,
m_6807_,onPlace,2,
m_6808_,hasInconsistencies,2,
m_6809_,getPlayers,2,
m_6810_,onRemove,2,
m_68114_,lambda$static$3,2,
m_68116_,isCrystalInvulnerable,2,
m_68119_,getSpikes,2,
m_68122_,getCrystalBeamTarget,2,
m_6812_,logLine,2,
m_68138_,lambda$static$5,2,
m_6813_,mineBlock,2,
m_6814_,onReputationEventFrom,2,
m_6815_,getEntity,2,
m_6818_,setRecordPlayingNearby,2,
m_6820_,getDefaultName,2,
m_6823_,playSound,2,
m_68244_,ignoreVines,2,
m_68249_,decorators,2,
m_68251_,build,2,
m_68256_,trigger,2,
m_6825_,startPersistentAngerTimer,2,
m_68263_,lambda$trigger$0,2,
m_6826_,isVisibleBy,2,
m_68275_,summonedEntity,2,
m_68279_,matches,2,
m_68286_,minClippedHeightCodec,2,
m_68289_,lambda$minClippedHeightCodec$2,2,
m_6828_,handlePlayerAbilities,2,
m_68291_,lambda$minClippedHeightCodec$0,2,
m_68293_,lambda$minClippedHeightCodec$1,2,
m_68295_,minClippedHeight,2,
m_6829_,handleEditBook,2,
m_68302_,codec,2,
m_68303_,register,2,
m_6830_,getRotation,2,
m_68325_,lambda$static$5,2,
m_6832_,isValidRepairItem,2,
m_6834_,getOrDefault,2,
m_68355_,lambda$static$3,2,
m_6835_,doPlayerRide,2,
m_6836_,setItem,2,
m_68379_,lambda$static$0,2,
m_6837_,handleContainerContent,2,
m_6839_,prepareMobModel,0,
m_68411_,lambda$blobParts$1,2,
m_68413_,blobParts,2,
m_68426_,lambda$static$0,2,
m_6842_,setInvisible,2,
m_6843_,rotate,2,
m_6844_,getItemBySlot,2,
m_68453_,lambda$static$0,2,
m_6845_,onAboveBubbleCol,2,
m_6846_,getPlayerList,2,
m_68472_,lambda$static$0,2,
m_6849_,setWantedPosition,2,
m_68517_,lambda$static$0,2,
m_6853_,setOnGround,2,
m_6855_,getCommandResult,2,
m_68573_,foliagePlacerParts,2,
m_6857_,getWorldBorder,2,
m_68589_,radiusOffset,2,
m_6858_,setSprinting,2,
m_68590_,doubleTrunk,2,
m_6859_,getBucket,2,
m_68604_,codec,2,
m_68605_,register,2,
m_6860_,getRecipeNames,2,
m_6861_,neighborChanged,2,
m_68629_,lambda$static$1,2,
m_6862_,setJumping,2,
m_6863_,setBaby,2,
m_6864_,canBeReplaced,2,
m_68663_,lambda$static$1,2,
m_6866_,getServerIp,2,
m_68697_,lambda$static$1,2,
m_6870_,getFormattedName,2,
m_6872_,saveToBucketTag,2,
m_68734_,lambda$static$1,2,
m_6875_,stillValid,2,
m_68761_,codec,2,
m_68762_,register,2,
m_6876_,getIconTexture,0,
m_6877_,removed,2,
m_6878_,addBehaviourGoals,2,
m_68792_,lambda$static$0,2,
m_6879_,plainCopy,2,
m_68803_,lambda$static$0,2,
m_6880_,interactLivingEntity,2,
m_6881_,copy,2,
m_68829_,trigger,2,
m_6882_,getWaterInertia,2,
m_68836_,lambda$trigger$0,2,
m_6883_,inventoryTick,2,
m_68848_,tamedAnimal,2,
m_6884_,getInertia,2,
m_68852_,matches,2,
m_68854_,tamedAnimal,2,
m_6885_,onUpdateAbilities,2,
m_6886_,getSpreadDelay,2,
m_6888_,isXRelative,2,
m_6889_,visit,2,
m_6890_,getHeightmaps,2,
m_6891_,visitBoolean,2,
m_6892_,isYRelative,2,
m_6893_,getMaxStackSize,2,
m_6894_,visitInteger,2,
m_6896_,onSelectedTabChanged,0,
m_6897_,getThis,2,
m_6898_,isFood,2,
m_6899_,onCooldownStarted,2,
m_6900_,isZRelative,2,
m_6901_,tickDespawn,2,
m_6903_,dropFromExplosion,2,
m_6904_,slotClicked,0,
m_6905_,handleHorseScreenOpen,2,
m_6907_,players,2,
m_6908_,getPossibleValues,2,
m_6909_,codec,2,
m_6911_,fix,2,
m_6913_,shouldCloseOnEsc,0,
m_6914_,checkSpawnObstruction,2,
m_6915_,closeContainer,2,
m_6916_,recipesUpdated,0,
m_6918_,hasNeighborSignal,2,
m_6921_,getBoundingBoxForCulling,2,
m_6922_,render,0,
m_6924_,getHeight,2,
m_6925_,setPersistentAngerTarget,2,
m_6929_,spawnOriginalMobs,2,
m_69308_,lambda$place$1,2,
m_6930_,getBob,0,
m_6931_,getWhiteOverlayProgress,0,
m_69326_,lambda$static$0,2,
m_6933_,setBlock,2,
m_6934_,getModifiedSuccess,2,
m_6935_,isPreventingPlayerRest,2,
m_6936_,handleTeleportToEntityPacket,2,
m_6937_,tell,2,
m_6940_,getName,2,
m_6941_,createItemStack,2,
m_6942_,getNewNameAndTag,2,
m_6943_,mirror,2,
m_6944_,push,2,
m_6946_,handleInteract,2,
m_6947_,handleSeenAdvancements,2,
m_6948_,createItemStack,2,
m_6951_,handlePlacement,2,
m_6952_,progressStagePercentage,2,
m_6953_,getType,2,
m_6955_,getPosition,2,
m_6956_,getSelfList,0,
m_6958_,getOtherList,0,
m_6959_,acceptDouble,2,
m_6960_,getSingleplayerData,2,
m_6961_,mirror,2,
m_6966_,createParticle,0,
m_6967_,onGetItem,0,
m_6968_,getBlock,2,
m_6970_,getRotation,2,
m_6972_,getDimensions,2,
m_6973_,setupAnim,0,
m_6978_,setBlockState,2,
m_6982_,isDedicatedServer,2,
m_6983_,shouldRconBroadcast,2,
m_6985_,onPlaySound,0,
m_6986_,openItemGui,2,
m_6987_,setSelected,0,
m_6988_,onServerExit,2,
m_6989_,doServerTick,2,
m_6990_,getSupportedGlyphs,0,
m_6991_,doClientTick,2,
m_6992_,isPublished,2,
m_6993_,isCommandBlockEnabled,2,
m_6994_,isEpollEnabled,2,
m_6995_,getServerName,2,
m_6996_,notifyTrade,2,
m_69970_,lambda$static$0,2,
m_69978_,lambda$place$1,2,
m_6997_,areNpcsEnabled,2,
m_69988_,lambda$static$0,2,
m_6998_,isSpawningAnimals,2,
m_6999_,acceptsSuccess,2,
m_7000_,getFlow,2,
m_7002_,renderMinecartContents,0,
m_7003_,setDarkenScreen,2,
m_7004_,isSpawningMonsters,2,
m_70051_,codec,2,
m_70052_,register,2,
m_7005_,setPlayBossMusic,2,
m_7006_,setCreateWorldFog,2,
m_70073_,lambda$static$0,2,
m_70089_,lambda$static$0,2,
m_7008_,setCanFloat,2,
m_70098_,trimBranches,2,
m_7009_,isChunkToRemove,2,
m_7010_,getPort,2,
m_70127_,getSteps,2,
m_70129_,getLogAxis,2,
m_70132_,treeShape,2,
m_70135_,lambda$static$0,2,
m_7013_,canPlaceItem,2,
m_70142_,getBranchBase,2,
m_70160_,lambda$static$0,2,
m_70188_,lambda$static$0,2,
m_7018_,access,2,
m_70205_,lambda$static$0,2,
m_7020_,copy,2,
m_70211_,trigger,2,
m_7021_,setFlags,2,
m_70220_,lambda$trigger$0,2,
m_7022_,getOperatorUserPermissionLevel,2,
m_7023_,travel,2,
m_70241_,matches,2,
m_7024_,currentPosition,2,
m_70260_,lambda$static$0,2,
m_7026_,onDisconnect,2,
m_7028_,acceptsFailure,2,
m_70295_,isDirt,2,
m_7029_,getTextureLocation,0,
m_70303_,lambda$isDirt$3,2,
m_70305_,trunkPlacerParts,2,
m_70307_,lambda$trunkPlacerParts$2,2,
m_7030_,getSpellPrepareSound,2,
m_70311_,lambda$trunkPlacerParts$1,2,
m_70313_,lambda$trunkPlacerParts$0,2,
m_7031_,getLevelFromSource,2,
m_70325_,codec,2,
m_70326_,register,2,
m_7032_,getRateLimitPacketsPerSecond,2,
m_70337_,getHeight,2,
m_70344_,getBlockState,2,
m_7034_,getFunctionCompilationLevel,2,
m_7035_,isHardcore,2,
m_70369_,setDecoration,2,
m_7037_,getPosition,2,
m_70385_,setAddLakes,2,
m_7038_,initServer,2,
m_7039_,handleDisguisedChat,2,
m_70401_,getLayersInfo,2,
m_70403_,updateLayers,2,
m_7040_,numStuck,0,
m_7041_,stopServer,2,
m_7043_,isPauseScreen,0,
m_7044_,forceDifficulty,2,
m_7046_,getAsLong,2,
m_7047_,getAsInt,2,
m_7050_,isAdvanced,2,
m_7053_,getAsShort,2,
m_7056_,handleGameProfile,2,
m_7057_,getAsFloat,2,
m_7058_,replacingClickedOnBlock,2,
m_7059_,canPlace,2,
m_7060_,getId,2,
m_7061_,getAsDouble,2,
m_7062_,getBiomeManager,2,
m_7063_,getAsByte,2,
m_7064_,isValue,2,
m_7066_,canTakeItem,2,
m_7067_,getWeight,2,
m_7071_,getSlotsForFace,2,
m_7072_,getFlySpeed,2,
m_7073_,tickSecond,2,
m_7074_,getRotation,2,
m_7077_,getBlockExplosionResistance,2,
m_7078_,isSecondaryUseActive,2,
m_7079_,isLevelEnabled,2,
m_7080_,isSitting,2,
m_7081_,end,2,
m_7083_,begin,2,
m_7084_,playPlacementSound,2,
m_7085_,addEntry,0,
m_7087_,recalculateBoundingBox,2,
m_7088_,survives,2,
m_7089_,getTurnSpeed,2,
m_7090_,isPowered,2,
m_7091_,onObjectiveChanged,2,
m_7092_,onObjectiveAdded,2,
m_7093_,onObjectiveRemoved,2,
m_7094_,z,2,
m_70959_,trigger,2,
m_70967_,lambda$trigger$0,2,
m_7096_,x,2,
m_7097_,getMaxSpeed,2,
m_70984_,matches,2,
m_70987_,tradedWithVillager,2,
m_7098_,y,2,
m_7099_,canHarmPlayer,2,
m_71019_,intersects,2,
m_71031_,orientBox,2,
m_7103_,getSections,2,
m_71044_,infinite,2,
m_71045_,moved,2,
m_71049_,intersects,2,
m_71051_,isInside,2,
m_71053_,getLength,2,
m_71056_,getXSpan,2,
m_71057_,getYSpan,2,
m_71058_,getZSpan,2,
m_7105_,setTame,2,
m_7106_,addParticle,2,
m_7107_,addAlwaysVisibleParticle,2,
m_7109_,selectItem,0,
m_7111_,interactAt,2,
m_7114_,applyNaturalSlowdown,2,
m_7118_,read,0,
m_7121_,canHunt,2,
m_7123_,getLevelIdName,2,
m_7125_,getBonemealAgeIncrease,2,
m_7127_,makeNewLlama,2,
m_71311_,isUnhandledStructureStart,2,
m_71314_,hasLegacyStart,2,
m_71318_,removeIndex,2,
m_7131_,getChunkNow,2,
m_71320_,populateCaches,2,
m_71324_,lambda$static$1,2,
m_71326_,updateFromLegacy,2,
m_71328_,updateStructureStart,2,
m_7132_,canJump,2,
m_71331_,getLegacyStructureHandler,2,
m_71334_,lambda$populateCaches$2,2,
m_71336_,lambda$static$0,2,
m_7134_,isAggressive,0,
m_7136_,setDisplayObjective,2,
m_7137_,openContainer,2,
m_7138_,getPluginNames,2,
m_7141_,getVillagerData,2,
m_7142_,isHoldingItem,2,
m_7144_,getDefaultDisplayOffset,2,
m_7146_,getLightEmission,2,
m_7150_,setPersistedStatus,2,
m_7154_,renderDecorations,0,
m_7155_,canPlaceItemThroughFace,2,
m_7156_,getCollisionRule,2,
m_7157_,canTakeItemThroughFace,2,
m_7160_,asState,2,
m_7162_,getType,2,
m_7163_,requires,2,
m_7164_,accept,2,
m_7166_,resetStat,2,
m_7167_,getDefaultAttributeModifiers,2,
m_7169_,onQuickCraft,2,
m_7170_,otherwise,2,
m_7171_,getStart,2,
m_7172_,render,0,
m_7173_,setupGhostRecipe,0,
m_7174_,checkBlock,2,
m_7176_,save,2,
m_7178_,clear,0,
m_7179_,useItemOn,2,
m_7180_,createFluidStateDefinition,2,
m_7182_,onPlayerRemoved,2,
m_7183_,handleStopSoundEvent,2,
m_7185_,handleMovePlayer,2,
m_7186_,getScaledTrackingDistance,2,
m_7187_,getNamespaces,2,
m_7189_,setTradingPlayer,2,
m_7191_,handlePlaceRecipe,2,
m_7192_,handleSetCommandBlock,2,
m_7193_,model,0,
m_7196_,setPlayerIdleTimeout,2,
m_7197_,drop,2,
m_7198_,getDelayAfterPlace,2,
m_7199_,handleStartJump,2,
m_7200_,getModel,0,
m_7203_,use,2,
m_7208_,createMenu,2,
m_7212_,onDrag,0,
m_7216_,getDispenseMethod,2,
m_7217_,registerReloadListener,2,
m_7218_,doConnect,0,
m_7220_,append,2,
m_7222_,getFocused,0,
m_7223_,handleLoginAcknowledgement,2,
m_7225_,getRenderType,0,
m_7228_,createFireworks,2,
m_7229_,getStartTimeNano,2,
m_7230_,getStartTimeTicks,2,
m_7232_,hasChunk,2,
m_7233_,getUpdatePacket,2,
m_7234_,getCount,2,
m_7235_,getDuration,2,
m_7236_,getEndTimeNano,2,
m_7237_,done,2,
m_7238_,pop,2,
m_7239_,getDefaultHitGroundSoundEvent,2,
m_7241_,endTick,2,
m_7242_,startTick,2,
m_7243_,wantsToPickUp,2,
m_7244_,handleLookAt,2,
m_7245_,pollTask,2,
m_7246_,getMenuProvider,2,
m_7248_,onResize,2,
m_7249_,setDown,0,
m_7250_,setSpawn,2,
m_7252_,canHoldItem,2,
m_7254_,handleCustomQuery,2,
m_7255_,getTargetSearchArea,2,
m_7257_,handleContainerSetData,2,
m_7260_,sendBlockUpdated,2,
m_7261_,runCommand,2,
m_7262_,recipesShown,0,
m_7263_,isEmpty,2,
m_72646_,getPosition,2,
m_72647_,getGroundLevelDelta,2,
m_72648_,getJunctions,2,
m_7264_,getElementType,2,
m_7268_,onServerCrash,2,
m_7269_,getSpell,2,
m_7270_,getSourcePosition,2,
m_7271_,handleAwardStats,2,
m_7272_,getHeadBlock,2,
m_7273_,getTag,2,
m_7274_,updateCustomBlockEntityTag,2,
m_7277_,handleSetEquipment,2,
m_7278_,hasAnalogOutputSignal,2,
m_7279_,resetRecipes,2,
m_72803_,updateAverageGroundHeight,2,
m_7280_,outline,0,
m_7281_,awardRecipes,2,
m_7282_,isDragging,0,
m_7283_,getToken,0,
m_7285_,onEffectRemoved,2,
m_7286_,renderBg,0,
m_7288_,updateChunkScheduling,2,
m_7289_,getPredicate,0,
m_7292_,addEffect,2,
m_7296_,isMaxGroupSizeReached,2,
m_7299_,handleSetChunkCacheRadius,2,
m_7300_,load,2,
m_7301_,canBeAffected,2,
m_7302_,decreaseAirSupply,2,
m_7304_,isEnabled,0,
m_7305_,increaseAirSupply,2,
m_7306_,is,2,
m_7307_,isAlliedTo,2,
m_7309_,getPhase,2,
m_7310_,canAddPassenger,2,
m_7311_,setRemainingFireTicks,2,
m_7312_,getInputSignal,2,
m_7313_,skipAttackInteraction,2,
m_7314_,cycle,2,
m_7315_,getTickDuration,2,
m_7316_,getChunk,2,
m_7317_,getEndTimeTicks,2,
m_7318_,handleHello,2,
m_7319_,getType,2,
m_7320_,shouldTurnOn,2,
m_7321_,checkTickOnNeighbor,2,
m_7322_,handleIntention,2,
m_7324_,doPush,2,
m_7325_,getExplosionResistance,2,
m_7326_,name,2,
m_7327_,doHurtTarget,2,
m_7328_,getSeed,2,
m_7330_,handleMerchantOffers,2,
m_7332_,positionRider,2,
m_7334_,push,2,
m_73364_,getAll,2,
m_73365_,addIndex,2,
m_73369_,hasStartIndex,2,
m_7336_,getDefinedProperties,2,
m_73373_,hasUnhandledIndex,2,
m_73375_,removeIndex,2,
m_7337_,canCollideWith,2,
m_73392_,getWorldX,2,
m_73398_,getBlock,2,
m_7339_,handlePlaceRecipe,2,
m_73407_,reorient,2,
m_7340_,onPassengerTurned,2,
m_73411_,isCloseToChunk,2,
m_73414_,isInterior,2,
m_7341_,canRide,2,
m_7342_,getPressedTime,2,
m_73434_,placeBlock,2,
m_7343_,getOverrides,0,
m_73441_,generateBox,2,
m_73453_,generateUpperHalfSphere,2,
m_7345_,handleExplosion,2,
m_7346_,isLocked,2,
m_7348_,fixItem,2,
m_7349_,shouldBlockExplode,2,
m_7350_,onSyncedDataUpdated,2,
m_73519_,setOrientation,2,
m_7351_,setLevel,2,
m_73525_,getWorldZ,2,
m_73528_,fillColumnDown,2,
m_73535_,generateAirBox,2,
m_73544_,getWorldY,2,
m_73547_,getBoundingBox,2,
m_73548_,getGenDepth,2,
m_73549_,getOrientation,2,
m_7354_,getFreeMapId,2,
m_73555_,getNext,2,
m_7355_,playStepSound,2,
m_7356_,getTitle,0,
m_7357_,isPathfindable,2,
m_7359_,getDescription,0,
m_73601_,getBoundingBox,2,
m_73602_,getPieces,2,
m_73603_,isValid,2,
m_73606_,canBeReferenced,2,
m_73607_,addReference,2,
m_73608_,getReferences,2,
m_73609_,getMaxReferences,2,
m_7360_,getSiblings,2,
m_7361_,placeLiquid,2,
m_7362_,type,2,
m_7364_,handleBlockEvent,2,
m_7367_,hasValidPathType,2,
m_7368_,onUpdated,2,
m_7370_,isValidBonemealTarget,2,
m_7371_,getLightProbePosition,2,
m_7372_,run,2,
m_7373_,appendHoverText,2,
m_7374_,asBlock,2,
m_7376_,handleAcceptTeleportPacket,2,
m_7377_,deserialize,2,
m_7378_,readAdditionalSaveData,2,
m_7379_,onClose,0,
m_7380_,addAdditionalSaveData,2,
m_7382_,processBlock,2,
m_7383_,getStyle,2,
m_7384_,renameBlock,2,
m_7386_,publishServer,2,
m_7387_,getUpgradeData,2,
m_7388_,handleChat,2,
m_7392_,render,0,
m_73932_,lambda$trigger$0,2,
m_73935_,trigger,2,
m_73951_,matches,2,
m_73961_,lambda$static$0,2,
m_73976_,lambda$static$5,2,
m_7397_,getCloneItemStack,2,
m_7398_,getRopeHoldPosition,2,
m_74006_,lambda$new$1,2,
m_74008_,lambda$static$0,2,
m_7400_,onFilesDrop,0,
m_7401_,setSafe,0,
m_74022_,lambda$static$0,2,
m_7402_,createMenu,2,
m_7403_,getAdvance,0,
m_74061_,lambda$static$0,2,
m_7406_,handleParticleEvent,2,
m_74072_,lambda$static$0,2,
m_7407_,removeItem,2,
m_7408_,onEnchantmentPerformed,2,
m_74098_,lambda$static$0,2,
m_7409_,getLevelFromSource,2,
m_7410_,handleMoveVehicle,2,
m_74115_,lambda$static$2,2,
m_7411_,handleRecipeBookSeenRecipePacket,2,
m_74133_,lambda$static$0,2,
m_74146_,lambda$static$0,2,
m_7414_,getColor,2,
m_74159_,lambda$static$4,2,
m_7415_,renderHeader,0,
m_7417_,updateShape,2,
m_74186_,lambda$static$0,2,
m_74197_,lambda$static$0,2,
m_7419_,getMaxAge,2,
m_74209_,lambda$register$0,2,
m_74211_,register,2,
m_74214_,codec,2,
m_7422_,setSignalForState,2,
m_74237_,getOutputState,2,
m_7424_,handleSetStructureBlock,2,
m_7427_,getOwnHeight,2,
m_74286_,lambda$static$2,2,
m_7429_,placeBlock,2,
m_74305_,lambda$static$0,2,
m_7430_,getAmount,2,
m_74319_,lambda$register$0,2,
m_7431_,getDismountPoses,2,
m_74321_,register,2,
m_74324_,codec,2,
m_7432_,onCooldownEnded,2,
m_7433_,isStateAtPosition,2,
m_7435_,playDownSound,0,
m_74374_,copy,2,
m_74377_,setMirror,2,
m_74379_,setRotation,2,
m_74381_,setBoundingBox,2,
m_74383_,addProcessor,2,
m_74385_,setRotationPivot,2,
m_74387_,getRandomPalette,2,
m_7438_,getAttenuation,0,
m_74392_,setIgnoreEntities,2,
m_74394_,clearProcessors,2,
m_74397_,popProcessor,2,
m_74401_,getMirror,2,
m_74402_,setKnownShape,2,
m_74404_,getRotation,2,
m_74405_,setFinalizeEntities,2,
m_74407_,getRotationPivot,2,
m_74408_,isIgnoreEntities,2,
m_74409_,getBoundingBox,2,
m_7440_,setWindowActive,0,
m_74410_,getKnownShape,2,
m_74411_,getProcessors,2,
m_74414_,shouldFinalizeEntities,2,
m_7441_,noSave,2,
m_74425_,list,2,
m_7442_,getTransforms,0,
m_74431_,trigger,2,
m_74434_,lambda$trigger$0,2,
m_7443_,handleCommands,2,
m_7444_,isSource,2,
m_74450_,matches,2,
m_74452_,usedTotem,2,
m_7445_,getSkyDarken,2,
m_7446_,getCounters,2,
m_74472_,lambda$register$0,2,
m_74476_,register,2,
m_7447_,getId,2,
m_74481_,codec,2,
m_7448_,getServerPort,2,
m_74498_,lambda$fillEntityList$3,2,
m_74500_,fillEntityList,2,
m_74510_,updateShapeAtEdge,2,
m_74517_,processBlockInfos,2,
m_7451_,visit,2,
m_74523_,placeEntities,2,
m_7453_,build,2,
m_74543_,createEntityIgnoreException,2,
m_74563_,calculateRelativePosition,2,
m_74566_,calculateConnectedPosition,2,
m_7456_,beforeDestroyingBlock,2,
m_74571_,lambda$buildInfoList$2,2,
m_74573_,addToLists,2,
m_74578_,transform,2,
m_7457_,getRemainingItems,2,
m_74583_,getZeroPositionWithTransform,2,
m_74587_,getZeroPositionWithTransform,2,
m_74593_,transform,2,
m_74598_,getBoundingBox,2,
m_74603_,filterBlocks,2,
m_74612_,setAuthor,2,
m_74614_,buildInfoList,2,
m_74618_,save,2,
m_74623_,newDoubleList,2,
m_74625_,newIntegerList,2,
m_74627_,getAuthor,2,
m_7462_,disconnect,2,
m_74633_,getBoundingBox,2,
m_74636_,lambda$buildInfoList$1,2,
m_74640_,lambda$buildInfoList$0,2,
m_7464_,onDestroyBlock,0,
m_74652_,blocks,2,
m_74653_,blocks,2,
m_74658_,lambda$blocks$1,2,
m_7465_,getRecipeManager,2,
m_74667_,stateFor,2,
m_74669_,idFor,2,
m_74671_,addMapping,2,
m_7467_,hasClickedOutside,0,
m_7468_,getDeathMessageVisibility,2,
m_7469_,getMaxLightLevel,2,
m_7470_,getNameTagVisibility,2,
m_7471_,removeBlock,2,
m_7472_,dropCustomDeathLoot,2,
m_7475_,getTempMobPos,2,
m_7476_,rename,2,
m_7477_,handleChangeDifficulty,2,
m_7478_,createItemCooldowns,2,
m_7480_,decreaseSquish,2,
m_7483_,isDealsDamage,2,
m_7484_,matches,2,
m_7485_,getPackSource,0,
m_7486_,playJumpSound,2,
m_7488_,getInventoryColumns,2,
m_7489_,getMapData,2,
m_7490_,canBeLeader,2,
m_7491_,hatVisible,0,
m_7492_,canJoinPatrol,2,
m_7494_,above,2,
m_7495_,below,2,
m_7497_,canScare,2,
m_7498_,execute,2,
m_7500_,isCreative,2,
m_7502_,handlePlayerAction,2,
m_7504_,fix,2,
m_7506_,getInventorySize,2,
m_7509_,addBehaviourGoals,2,
m_7510_,createPreferredParentTag,2,
m_7511_,setData,2,
m_7512_,build,2,
m_7513_,isDebugWorld,2,
m_7514_,getRenderShape,2,
m_7515_,getAmbientSound,2,
m_7516_,onClick,0,
